Publication_Year,Region,Country,Category,Store_Types,RMS_Coverage_Type,Channel_Contribution,
2023,LATAM,Argentina,Skin Care,Geographical Gap,%Not Covered,3%,
2023,LATAM,Argentina,Skin Care,Baby Str.,%Not Covered,3%,
2023,LATAM,Argentina,Skin Care,Open Markets,%Not Covered,3%,
2023,LATAM,Argentina,Skin Care,Convenc. Str.,%Not Covered,2%,
2023,LATAM,Argentina,Skin Care,Oth.Gen.Str.,%Not Covered,1%,
2023,LATAM,Argentina,Sports and Energy Drinks,Trad. Grocery Str.,%Covered,34%,
2023,LATAM,Argentina,Sports and Energy Drinks,Kiosks,%Covered,29%,
2023,LATAM,Argentina,Sports and Energy Drinks,Superettes,%Covered,12%,
2023,LATAM,Argentina,Sports and Energy Drinks,Hypermrkts,%Covered,11%,
2023,LATAM,Argentina,Sports and Energy Drinks,Gas Stations,%Covered,2%,
2023,LATAM,Argentina,Sports and Energy Drinks,Wholesalers,%Not Covered,8%,
2023,LATAM,Argentina,Sports and Energy Drinks,Geographical Gap,%Not Covered,3%,
2023,LATAM,Argentina,Sports and Energy Drinks,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Argentina,Sports and Energy Drinks,Street Vendors,%Not Covered,1%,
2023,LATAM,Argentina,Sports and Energy Drinks,Oth.Gen.Str.,%Not Covered,1%,
2023,LATAM,Argentina,Sweet Biscuits,Hypermrkts,%Covered,25%,
2023,LATAM,Argentina,Sweet Biscuits,Trad. Grocery Str.,%Covered,25%,
2023,LATAM,Argentina,Sweet Biscuits,Kiosks,%Covered,14%,
2023,LATAM,Argentina,Sweet Biscuits,Superettes,%Covered,12%,
2023,LATAM,Argentina,Sweet Biscuits,Wholesalers,%Not Covered,6%,
2023,LATAM,Argentina,Sweet Biscuits,Oth.Chnls.,%Not Covered,4%,
2023,LATAM,Argentina,Sweet Biscuits,Geographical Gap,%Not Covered,3%,
2023,LATAM,Argentina,Sweet Biscuits,Street Vendors,%Not Covered,3%,
2023,LATAM,Argentina,Sweet Biscuits,Oth.Gen.Str.,%Not Covered,3%,
2023,LATAM,Argentina,Sweet Biscuits,Bars/Pubs/Cafes,%Not Covered,2%,
2023,LATAM,Argentina,Sweet Biscuits,Open Markets,%Not Covered,2%,
2023,LATAM,Argentina,Total FMCG,Trad. Grocery Str.,%Covered,23%,
2023,LATAM,Argentina,Total FMCG,Hypermrkts,%Covered,19%,
2023,LATAM,Argentina,Total FMCG,Kiosks,%Covered,17%,
2023,LATAM,Argentina,Total FMCG,Superettes,%Covered,12%,
2023,LATAM,Argentina,Total FMCG,Pharmacies,%Covered,3%,
2023,LATAM,Argentina,Total FMCG,Restaurants/Hotels,%Covered,2%,
2023,LATAM,Argentina,Total FMCG,Perfumeries,%Covered,1%,
2023,LATAM,Argentina,Total FMCG,Gas Stations,%Covered,1%,
2023,LATAM,Argentina,Total FMCG,Wholesalers,%Not Covered,6%,
2023,LATAM,Argentina,Total FMCG,Oth.Chnls.,%Not Covered,5%,
2023,LATAM,Argentina,Total FMCG,Geographical Gap,%Not Covered,3%,
2023,LATAM,Argentina,Total FMCG,Street Vendors,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Oth.Gen.Str.,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Bars/Pubs/Cafes,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Oth.Spec.Food,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Liquor/Wine/Beer,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Disco.Night club,%Not Covered,1%,
2023,LATAM,Argentina,Total FMCG,Baby Str.,%Not Covered,1%,
2023,LATAM,Argentina,Water,Trad. Grocery Str.,%Covered,35%,
2023,LATAM,Argentina,Water,Kiosks,%Covered,25%,
2023,LATAM,Argentina,Water,Superettes,%Covered,16%,
2023,LATAM,Argentina,Water,Hypermrkts,%Covered,14%,
2023,LATAM,Argentina,Water,Gas Stations,%Covered,3%,
2023,LATAM,Argentina,Water,Wholesalers,%Not Covered,3%,
2023,LATAM,Argentina,Water,Restaurants/Hotels,%Not Covered,2%,
2023,LATAM,Argentina,Water,Bars/Pubs/Cafes,%Not Covered,2%,
2023,LATAM,Argentina,Water,Geographical Gap,%Not Covered,1%,
2023,LATAM,Argentina,Water,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Baby Food,Small Supermrkts,%Covered,36%,
2023,Europe,Bosnia,Baby Food,Hypermrkts,%Covered,31%,
2023,Europe,Bosnia,Baby Food,Drugstores,%Covered,14%,
2023,Europe,Bosnia,Baby Food,Large Food Str.,%Covered,8%,
2023,Europe,Bosnia,Baby Food,Medium Food Str.,%Covered,1%,
2023,Europe,Bosnia,Baby Food,Baby Str.,%Not Covered,4%,
2023,Europe,Bosnia,Baby Food,Hospitals,%Not Covered,3%,
2023,Europe,Bosnia,Baby Food,Open Markets,%Not Covered,1%,
2023,Europe,Bosnia,Baby Food,Cash and Carry,%Not Covered,1%,
2023,Europe,Bosnia,Baby Food,Wholesalers,%Not Covered,1%,
2023,Europe,Bosnia,Baby Food,Oth.Chnls.,%Not Covered,1%,
2023,Europe,Bosnia,Beer,Small Food Str.,%Covered,13%,
2023,Europe,Bosnia,Beer,Medium Food Str.,%Covered,10%,
2023,Europe,Bosnia,Beer,Gas Stations,%Covered,8%,
2023,Europe,Bosnia,Beer,Large Food Str.,%Covered,6%,
2023,Europe,Bosnia,Beer,Small Supermrkts,%Covered,6%,
2023,Europe,Bosnia,Beer,Hypermrkts,%Covered,4%,
2023,Europe,Bosnia,Beer,Kiosks,%Covered,1%,
2023,Europe,Bosnia,Beer,Restaurants/Hotels,%Not Covered,25%,
2023,Europe,Bosnia,Beer,Open Markets,%Not Covered,6%,
2023,Europe,Bosnia,Beer,Street Vendors,%Not Covered,5%,
2023,Europe,Bosnia,Beer,Wholesalers,%Not Covered,5%,
2023,Europe,Bosnia,Beer,Oth.Chnls.,%Not Covered,5%,
2023,Europe,Bosnia,Beer,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Beer,Other Horeca,%Not Covered,2%,
2023,Europe,Bosnia,Candies and Chewing Gums,Small Supermrkts,%Covered,16%,
2023,Europe,Bosnia,Candies and Chewing Gums,Hypermrkts,%Covered,13%,
2023,Europe,Bosnia,Candies and Chewing Gums,Gas Stations,%Covered,12%,
2023,Europe,Bosnia,Candies and Chewing Gums,Medium Food Str.,%Covered,11%,
2023,Europe,Bosnia,Candies and Chewing Gums,Small Food Str.,%Covered,10%,
2023,Europe,Bosnia,Candies and Chewing Gums,Large Food Str.,%Covered,10%,
2023,Europe,Bosnia,Candies and Chewing Gums,Kiosks,%Covered,8%,
2023,Europe,Bosnia,Candies and Chewing Gums,Drugstores,%Covered,3%,
2023,Europe,Bosnia,Candies and Chewing Gums,Oth.Chnls.,%Not Covered,7%,
2023,Europe,Bosnia,Candies and Chewing Gums,Schools,%Not Covered,3%,
2023,Europe,Bosnia,Candies and Chewing Gums,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Candies and Chewing Gums,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Candies and Chewing Gums,Open Markets,%Not Covered,2%,
2023,Europe,Bosnia,Candies and Chewing Gums,Institutional Sales,%Not Covered,1%,
2023,Europe,Bosnia,Candies and Chewing Gums,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Small Supermrkts,%Covered,10%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Hypermrkts,%Covered,9%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Small Food Str.,%Covered,9%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Medium Food Str.,%Covered,8%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Large Food Str.,%Covered,7%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Gas Stations,%Covered,7%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Kiosks,%Covered,1%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Restaurants/Hotels,%Not Covered,32%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Oth.Chnls.,%Not Covered,5%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Open Markets,%Not Covered,4%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Cash and Carry,%Not Covered,4%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Street Vendors,%Not Covered,2%,
2023,Europe,Bosnia,Carbonated Soft Drinks,Other Horeca,%Not Covered,2%,
2023,Europe,Bosnia,Chocolates and Confectionery,Small Supermrkts,%Covered,20%,
2023,Europe,Bosnia,Chocolates and Confectionery,Hypermrkts,%Covered,16%,
2023,Europe,Bosnia,Chocolates and Confectionery,Medium Food Str.,%Covered,14%,
2023,Europe,Bosnia,Chocolates and Confectionery,Small Food Str.,%Covered,13%,
2023,Europe,Bosnia,Chocolates and Confectionery,Large Food Str.,%Covered,12%,
2023,Europe,Bosnia,Chocolates and Confectionery,Gas Stations,%Covered,8%,
2023,Europe,Bosnia,Chocolates and Confectionery,Kiosks,%Covered,1%,
2023,Europe,Bosnia,Chocolates and Confectionery,Open Markets,%Not Covered,3%,
2023,Europe,Bosnia,Chocolates and Confectionery,Oth.Chnls.,%Not Covered,3%,
2023,Europe,Bosnia,Chocolates and Confectionery,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Chocolates and Confectionery,Bakeries/Pastry,%Not Covered,2%,
2023,Europe,Bosnia,Chocolates and Confectionery,Cash and Carry,%Not Covered,2%,
2023,Europe,Bosnia,Chocolates and Confectionery,Institutional Sales,%Not Covered,2%,
2023,Europe,Bosnia,Chocolates and Confectionery,Schools,%Not Covered,1%,
2023,Europe,Bosnia,Chocolates and Confectionery,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Chocolates and Confectionery,Liquor/Wine/Beer,%Not Covered,1%,
2023,Europe,Bosnia,Cigarettes,Gas Stations,%Covered,21%,
2023,Europe,Bosnia,Cigarettes,Kiosks,%Covered,17%,
2023,Europe,Bosnia,Cigarettes,Medium Food Str.,%Covered,15%,
2023,Europe,Bosnia,Cigarettes,Small Food Str.,%Covered,14%,
2023,Europe,Bosnia,Cigarettes,Large Food Str.,%Covered,10%,
2023,Europe,Bosnia,Cigarettes,Small Supermrkts,%Covered,8%,
2023,Europe,Bosnia,Cigarettes,Hypermrkts,%Covered,4%,
2023,Europe,Bosnia,Cigarettes,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Cigarettes,Open Markets,%Not Covered,3%,
2023,Europe,Bosnia,Cigarettes,Oth.Chnls.,%Not Covered,2%,
2023,Europe,Bosnia,Cigarettes,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Cigarettes,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Dairy Products,Small Supermrkts,%Covered,29%,
2023,Europe,Bosnia,Dairy Products,Hypermrkts,%Covered,24%,
2023,Europe,Bosnia,Dairy Products,Large Food Str.,%Covered,12%,
2023,Europe,Bosnia,Dairy Products,Medium Food Str.,%Covered,10%,
2023,Europe,Bosnia,Dairy Products,Small Food Str.,%Covered,9%,
2023,Europe,Bosnia,Dairy Products,Hospitals,%Not Covered,4%,
2023,Europe,Bosnia,Dairy Products,Other Horeca,%Not Covered,3%,
2023,Europe,Bosnia,Dairy Products,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Dairy Products,Cash and Carry,%Not Covered,2%,
2023,Europe,Bosnia,Dairy Products,Open Markets,%Not Covered,2%,
2023,Europe,Bosnia,Dairy Products,Dairy,%Not Covered,2%,
2023,Europe,Bosnia,Dairy Products,Oth.Chnls.,%Not Covered,1%,
2023,Europe,Bosnia,Diapers and Wipes,Drugstores,%Covered,34%,
2023,Europe,Bosnia,Diapers and Wipes,Hypermrkts,%Covered,25%,
2023,Europe,Bosnia,Diapers and Wipes,Small Supermrkts,%Covered,23%,
2023,Europe,Bosnia,Diapers and Wipes,Large Food Str.,%Covered,5%,
2023,Europe,Bosnia,Diapers and Wipes,Medium Food Str.,%Covered,1%,
2023,Europe,Bosnia,Diapers and Wipes,Oth.Chnls.,%Not Covered,6%,
2023,Europe,Bosnia,Diapers and Wipes,Cash and Carry,%Not Covered,2%,
2023,Europe,Bosnia,Diapers and Wipes,Baby Str.,%Not Covered,2%,
2023,Europe,Bosnia,Diapers and Wipes,Wholesalers,%Not Covered,1%,
2023,Europe,Bosnia,Diapers and Wipes,Open Markets,%Not Covered,1%,
2023,Europe,Bosnia,Food - Shelf Stable,Hypermrkts,%Covered,27%,
2023,Europe,Bosnia,Food - Shelf Stable,Small Supermrkts,%Covered,20%,
2023,Europe,Bosnia,Food - Shelf Stable,Large Food Str.,%Covered,16%,
2023,Europe,Bosnia,Food - Shelf Stable,Small Food Str.,%Covered,12%,
2023,Europe,Bosnia,Food - Shelf Stable,Medium Food Str.,%Covered,10%,
2023,Europe,Bosnia,Food - Shelf Stable,Oth.Chnls.,%Not Covered,4%,
2023,Europe,Bosnia,Food - Shelf Stable,Open Markets,%Not Covered,4%,
2023,Europe,Bosnia,Food - Shelf Stable,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Food - Shelf Stable,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Food - Shelf Stable,Institutional Sales,%Not Covered,2%,
2023,Europe,Bosnia,Frozen Food,Small Supermrkts,%Covered,37%,
2023,Europe,Bosnia,Frozen Food,Hypermrkts,%Covered,34%,
2023,Europe,Bosnia,Frozen Food,Large Food Str.,%Covered,11%,
2023,Europe,Bosnia,Frozen Food,Medium Food Str.,%Covered,8%,
2023,Europe,Bosnia,Frozen Food,Small Food Str.,%Covered,6%,
2023,Europe,Bosnia,Frozen Food,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Frozen Food,Cash and Carry,%Not Covered,2%,
2023,Europe,Bosnia,Frozen Food,Open Markets,%Not Covered,1%,
2023,Europe,Bosnia,Hair Care,Drugstores,%Covered,41%,
2023,Europe,Bosnia,Hair Care,Hypermrkts,%Covered,23%,
2023,Europe,Bosnia,Hair Care,Small Supermrkts,%Covered,18%,
2023,Europe,Bosnia,Hair Care,Large Food Str.,%Covered,3%,
2023,Europe,Bosnia,Hair Care,Medium Food Str.,%Covered,1%,
2023,Europe,Bosnia,Hair Care,Oth.Chnls.,%Not Covered,4%,
2023,Europe,Bosnia,Hair Care,Cash and Carry,%Not Covered,4%,
2023,Europe,Bosnia,Hair Care,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Hair Care,Open Markets,%Not Covered,3%,
2023,Europe,Bosnia,Hot Drinks,Small Supermrkts,%Covered,26%,
2023,Europe,Bosnia,Hot Drinks,Hypermrkts,%Covered,24%,
2023,Europe,Bosnia,Hot Drinks,Large Food Str.,%Covered,14%,
2023,Europe,Bosnia,Hot Drinks,Medium Food Str.,%Covered,14%,
2023,Europe,Bosnia,Hot Drinks,Small Food Str.,%Covered,12%,
2023,Europe,Bosnia,Hot Drinks,Drugstores,%Covered,1%,
2023,Europe,Bosnia,Hot Drinks,Open Markets,%Not Covered,3%,
2023,Europe,Bosnia,Hot Drinks,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Hot Drinks,Institutional Sales,%Not Covered,2%,
2023,Europe,Bosnia,Hot Drinks,Schools,%Not Covered,1%,
2023,Europe,Bosnia,Hot Drinks,Restaurants/Hotels,%Not Covered,1%,
2023,Europe,Bosnia,Hot Drinks,Hospitals,%Not Covered,1%,
2023,Europe,Bosnia,Hot Drinks,Other Horeca,%Not Covered,1%,
2023,Europe,Bosnia,Household Care,Small Supermrkts,%Covered,34%,
2023,Europe,Bosnia,Household Care,Hypermrkts,%Covered,32%,
2023,Europe,Bosnia,Household Care,Large Food Str.,%Covered,8%,
2023,Europe,Bosnia,Household Care,Drugstores,%Covered,7%,
2023,Europe,Bosnia,Household Care,Medium Food Str.,%Covered,1%,
2023,Europe,Bosnia,Household Care,Oth.Chnls.,%Not Covered,7%,
2023,Europe,Bosnia,Household Care,Cash and Carry,%Not Covered,7%,
2023,Europe,Bosnia,Household Care,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Household Care,Open Markets,%Not Covered,2%,
2023,Europe,Bosnia,Ice Cream,Small Supermrkts,%Covered,18%,
2023,Europe,Bosnia,Ice Cream,Hypermrkts,%Covered,10%,
2023,Europe,Bosnia,Ice Cream,Large Food Str.,%Covered,9%,
2023,Europe,Bosnia,Ice Cream,Medium Food Str.,%Covered,6%,
2023,Europe,Bosnia,Ice Cream,Small Food Str.,%Covered,5%,
2023,Europe,Bosnia,Ice Cream,Gas Stations,%Covered,3%,
2023,Europe,Bosnia,Ice Cream,Kiosks,%Covered,1%,
2023,Europe,Bosnia,Ice Cream,Street Vendors,%Not Covered,15%,
2023,Europe,Bosnia,Ice Cream,Restaurants/Hotels,%Not Covered,8%,
2023,Europe,Bosnia,Ice Cream,Oth.Chnls.,%Not Covered,8%,
2023,Europe,Bosnia,Ice Cream,Open Markets,%Not Covered,5%,
2023,Europe,Bosnia,Ice Cream,Bakeries/Pastry,%Not Covered,3%,
2023,Europe,Bosnia,Ice Cream,Other Horeca,%Not Covered,3%,
2023,Europe,Bosnia,Ice Cream,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Ice Cream,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Ice Cream,Schools,%Not Covered,1%,
2023,Europe,Bosnia,Laundry Products,Hypermrkts,%Covered,26%,
2023,Europe,Bosnia,Laundry Products,Small Supermrkts,%Covered,21%,
2023,Europe,Bosnia,Laundry Products,Medium Food Str.,%Covered,11%,
2023,Europe,Bosnia,Laundry Products,Large Food Str.,%Covered,10%,
2023,Europe,Bosnia,Laundry Products,Small Food Str.,%Covered,7%,
2023,Europe,Bosnia,Laundry Products,Drugstores,%Covered,6%,
2023,Europe,Bosnia,Laundry Products,Cash and Carry,%Not Covered,5%,
2023,Europe,Bosnia,Laundry Products,Open Markets,%Not Covered,5%,
2023,Europe,Bosnia,Laundry Products,Wholesalers,%Not Covered,4%,
2023,Europe,Bosnia,Laundry Products,Oth.Chnls.,%Not Covered,4%,
2023,Europe,Bosnia,Laundry Products,Institutional Sales,%Not Covered,2%,
2023,Europe,Bosnia,Oral Care,Drugstores,%Covered,28%,
2023,Europe,Bosnia,Oral Care,Hypermrkts,%Covered,19%,
2023,Europe,Bosnia,Oral Care,Small Supermrkts,%Covered,16%,
2023,Europe,Bosnia,Oral Care,Medium Food Str.,%Covered,12%,
2023,Europe,Bosnia,Oral Care,Large Food Str.,%Covered,9%,
2023,Europe,Bosnia,Oral Care,Small Food Str.,%Covered,8%,
2023,Europe,Bosnia,Oral Care,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Oral Care,Cash and Carry,%Not Covered,2%,
2023,Europe,Bosnia,Oral Care,Open Markets,%Not Covered,2%,
2023,Europe,Bosnia,Oral Care,Hospitals,%Not Covered,1%,
2023,Europe,Bosnia,Personal Care,Drugstores,%Covered,35%,
2023,Europe,Bosnia,Personal Care,Hypermrkts,%Covered,21%,
2023,Europe,Bosnia,Personal Care,Small Supermrkts,%Covered,18%,
2023,Europe,Bosnia,Personal Care,Large Food Str.,%Covered,6%,
2023,Europe,Bosnia,Personal Care,Medium Food Str.,%Covered,5%,
2023,Europe,Bosnia,Personal Care,Small Food Str.,%Covered,3%,
2023,Europe,Bosnia,Personal Care,Gas Stations,%Covered,1%,
2023,Europe,Bosnia,Personal Care,Open Markets,%Not Covered,4%,
2023,Europe,Bosnia,Personal Care,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Personal Care,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Personal Care,Hospitals,%Not Covered,1%,
2023,Europe,Bosnia,RTD and Juices,Medium Food Str.,%Covered,11%,
2023,Europe,Bosnia,RTD and Juices,Small Food Str.,%Covered,10%,
2023,Europe,Bosnia,RTD and Juices,Small Supermrkts,%Covered,9%,
2023,Europe,Bosnia,RTD and Juices,Large Food Str.,%Covered,9%,
2023,Europe,Bosnia,RTD and Juices,Hypermrkts,%Covered,8%,
2023,Europe,Bosnia,RTD and Juices,Gas Stations,%Covered,6%,
2023,Europe,Bosnia,RTD and Juices,Drugstores,%Covered,1%,
2023,Europe,Bosnia,RTD and Juices,Kiosks,%Covered,1%,
2023,Europe,Bosnia,RTD and Juices,Restaurants/Hotels,%Not Covered,28%,
2023,Europe,Bosnia,RTD and Juices,Open Markets,%Not Covered,4%,
2023,Europe,Bosnia,RTD and Juices,Oth.Chnls.,%Not Covered,4%,
2023,Europe,Bosnia,RTD and Juices,Street Vendors,%Not Covered,3%,
2023,Europe,Bosnia,RTD and Juices,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,RTD and Juices,Other Horeca,%Not Covered,2%,
2023,Europe,Bosnia,RTD and Juices,Institutional Sales,%Not Covered,2%,
2023,Europe,Bosnia,RTD and Juices,Liquor/Wine/Beer,%Not Covered,1%,
2023,Europe,Bosnia,RTD and Juices,Cash and Carry,%Not Covered,1%,
2023,Europe,Bosnia,Salty Snacks,Small Supermrkts,%Covered,22%,
2023,Europe,Bosnia,Salty Snacks,Hypermrkts,%Covered,17%,
2023,Europe,Bosnia,Salty Snacks,Small Food Str.,%Covered,15%,
2023,Europe,Bosnia,Salty Snacks,Medium Food Str.,%Covered,14%,
2023,Europe,Bosnia,Salty Snacks,Large Food Str.,%Covered,13%,
2023,Europe,Bosnia,Salty Snacks,Gas Stations,%Covered,2%,
2023,Europe,Bosnia,Salty Snacks,Kiosks,%Covered,1%,
2023,Europe,Bosnia,Salty Snacks,Oth.Chnls.,%Not Covered,3%,
2023,Europe,Bosnia,Salty Snacks,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Salty Snacks,Cash and Carry,%Not Covered,3%,
2023,Europe,Bosnia,Salty Snacks,Institutional Sales,%Not Covered,2%,
2023,Europe,Bosnia,Salty Snacks,Open Markets,%Not Covered,2%,
2023,Europe,Bosnia,Salty Snacks,Schools,%Not Covered,1%,
2023,Europe,Bosnia,Salty Snacks,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Salty Snacks,Liquor/Wine/Beer,%Not Covered,1%,
2023,Europe,Bosnia,Skin Care,Drugstores,%Covered,36%,
2023,Europe,Bosnia,Skin Care,Hypermrkts,%Covered,21%,
2023,Europe,Bosnia,Skin Care,Small Supermrkts,%Covered,20%,
2023,Europe,Bosnia,Skin Care,Large Food Str.,%Covered,6%,
2023,Europe,Bosnia,Skin Care,Gas Stations,%Covered,2%,
2023,Europe,Bosnia,Skin Care,Medium Food Str.,%Covered,1%,
2023,Europe,Bosnia,Skin Care,Small Food Str.,%Covered,1%,
2023,Europe,Bosnia,Skin Care,Open Markets,%Not Covered,5%,
2023,Europe,Bosnia,Skin Care,Cash and Carry,%Not Covered,4%,
2023,Europe,Bosnia,Skin Care,Wholesalers,%Not Covered,3%,
2023,Europe,Bosnia,Skin Care,Hospitals,%Not Covered,2%,
2023,Europe,Bosnia,Skin Care,Oth.Chnls.,%Not Covered,1%,
2023,Europe,Bosnia,Sports and Energy Drinks,Tobacco,%Covered,18%,
2023,Europe,Bosnia,Sports and Energy Drinks,Small Supermrkts,%Covered,11%,
2023,Europe,Bosnia,Sports and Energy Drinks,Hypermrkts,%Covered,10%,
2023,Europe,Bosnia,Sports and Energy Drinks,Large Food Str.,%Covered,8%,
2023,Europe,Bosnia,Sports and Energy Drinks,Small Food Str.,%Covered,8%,
2023,Europe,Bosnia,Sports and Energy Drinks,Medium Food Str.,%Covered,7%,
2023,Europe,Bosnia,Sports and Energy Drinks,Convenc. Str.,%Covered,1%,
2023,Europe,Bosnia,Sports and Energy Drinks,Restaurants/Hotels,%Not Covered,22%,
2023,Europe,Bosnia,Sports and Energy Drinks,Oth.Chnls.,%Not Covered,5%,
2023,Europe,Bosnia,Sports and Energy Drinks,Cash and Carry,%Not Covered,4%,
2023,Europe,Bosnia,Sports and Energy Drinks,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Sports and Energy Drinks,Other Horeca,%Not Covered,2%,
2023,Europe,Bosnia,Sports and Energy Drinks,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Sports and Energy Drinks,Open Markets,%Not Covered,1%,
2023,Europe,Bosnia,Total FMCG,Small Supermrkts,%Covered,18%,
2023,Europe,Bosnia,Total FMCG,Hypermrkts,%Covered,17%,
2023,Europe,Bosnia,Total FMCG,Large Food Str.,%Covered,10%,
2023,Europe,Bosnia,Total FMCG,Medium Food Str.,%Covered,9%,
2023,Europe,Bosnia,Total FMCG,Small Food Str.,%Covered,8%,
2023,Europe,Bosnia,Total FMCG,Gas Stations,%Covered,3%,
2023,Europe,Bosnia,Total FMCG,Drugstores,%Covered,3%,
2023,Europe,Bosnia,Total FMCG,Kiosks,%Covered,1%,
2023,Europe,Bosnia,Total FMCG,Restaurants/Hotels,%Not Covered,18%,
2023,Europe,Bosnia,Total FMCG,Oth.Chnls.,%Not Covered,3%,
2023,Europe,Bosnia,Total FMCG,Open Markets,%Not Covered,3%,
2023,Europe,Bosnia,Total FMCG,Cash and Carry,%Not Covered,2%,
2023,Europe,Bosnia,Total FMCG,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Total FMCG,Other Horeca,%Not Covered,1%,
2023,Europe,Bosnia,Total FMCG,Street Vendors,%Not Covered,1%,
2023,Europe,Bosnia,Total FMCG,Institutional Sales,%Not Covered,1%,
2023,Europe,Bosnia,Total FMCG,Bakeries/Pastry,%Not Covered,1%,
2023,Europe,Bosnia,Total FMCG,Hospitals,%Not Covered,1%,
2023,Europe,Bosnia,Water,Small Supermrkts,%Covered,13%,
2023,Europe,Bosnia,Water,Hypermrkts,%Covered,11%,
2023,Europe,Bosnia,Water,Small Food Str.,%Covered,7%,
2023,Europe,Bosnia,Water,Medium Food Str.,%Covered,7%,
2023,Europe,Bosnia,Water,Tobacco,%Covered,7%,
2023,Europe,Bosnia,Water,Large Food Str.,%Covered,7%,
2023,Europe,Bosnia,Water,Convenc. Str.,%Covered,1%,
2023,Europe,Bosnia,Water,Drugstores,%Covered,1%,
2023,Europe,Bosnia,Water,Restaurants/Hotels,%Not Covered,25%,
2023,Europe,Bosnia,Water,Oth.Chnls.,%Not Covered,7%,
2023,Europe,Bosnia,Water,Open Markets,%Not Covered,5%,
2023,Europe,Bosnia,Water,Cash and Carry,%Not Covered,4%,
2023,Europe,Bosnia,Water,Street Vendors,%Not Covered,2%,
2023,Europe,Bosnia,Water,Other Horeca,%Not Covered,2%,
2023,Europe,Bosnia,Water,Wholesalers,%Not Covered,2%,
2023,Europe,Bosnia,Water,Institutional Sales,%Not Covered,1%,
2023,Europe,Croatia,Air Care,Drugstores,%Covered,29%,
2023,Europe,Croatia,Air Care,Small Supermrkts,%Covered,19%,
2023,Europe,Croatia,Air Care,Hypermrkts,%Covered,18%,
2023,Europe,Croatia,Air Care,Discounters,%Covered,10%,
2023,Europe,Croatia,Air Care,Gas Stations,%Covered,6%,
